"gloss","target_child_sex"
"right maybe a dress you can't see","female"
"a dress for Polly","female"
"they're wearing pink dresses right","female"
"right they were wearing pink dresses","female"
"now they're wearing blue dresses","female"
"Lily has a dress on you're right","female"
"has a dress on how lovely","female"
"she's wearing a dress","female"
"ooh you putting in her in her dress","female"
"you're lovely in your dress","female"
"and a dress","female"
"she is wearing quite a snazzy dress I think","female"
"oh a dress","female"
"this is Lily's favorite thing about the book the dress","female"
"she points out all the girls wedding dresses","female"
"a dress right","female"
"ooh a dress","female"
"a dress","female"
"a dress","female"
"there you go another dress","female"
"and my sister's friend sent someone dressed up as Minnie and Mickey Mouse to come and give balloons and sing and everything","female"
"dress","female"
"does daddy call this the best dress book ever","female"
"I don't think Trevor has any dresses in his room","female"
"she is wearing a dress","female"
"what color is her dress","female"
"oh another dress","female"
"two dresses what color are they","female"
"there's Olivia she's getting dressed","female"
"Olivia gets dressed","female"
"she's wearing a dress you're right","female"
"is the little girl wearing a dress","female"
"right the flamingo is wearing a dress","female"
"she's wearing a dress","female"
"a dress","female"
"they're wearing dresses","female"
"and she's wearing a dress","female"
"there's a bag shoes well I don't think he wears a dress","female"
"mommy wears dresses","female"
"while Cinderella was busy working the birds and mice began fixing an old dress that had belonged to Cinderella's mother","female"
"Cinderella got dressed and rushed to join her stepsisters but when they saw her they became jealous and tore her lovely gown to pieces","female"
"oh a dress","female"
"there she is she's dressed up like Mister xxx Slinger","female"
"xxx or a diva or a pilot or a hairdresser or a scuba diver","female"
"she is wearing a dress","female"
"another dress","female"
"Lily is very obsessed with dresses these days","female"
"and another dress","female"
"oh my gosh they're all wearing dresses","female"
"for Halloween they would always dress as things that went together","female"
"it's like Lily dress dress dress dress dress next page","female"
"dress dress dress","female"
"boys should be wearing dresses too","female"
"dress dress dress","female"
"oh she wearing a dress too","female"
"do you have a diaper on under your dress","female"
"and do you have a belly under that dress too","female"
"for Halloween they dressed as the three blind mice","female"
"you are naked under your dress","female"
"she's giving the lesson about how she's naked under her dress","female"
"what's wrong with your dress","female"
"I think that's Isabelle's dress","female"
"no we're not playing in the sandbox in your party dress honey","female"
"no not in your party dress if you wanna change your clothes we can play in the sandbox","female"
"no honey we're not playing with the sandbox in your party dress","female"
"ooh it's blowing your dress","female"
"hurry hurry go get dressed put on the clothes you like best","female"
"right here on your pretty dress","female"
"mend my dress screeched Anastasia","female"
"the elephant is wearing the same dress as the woman","female"
"everyone would be dressed in the finest clothes and Cinderella would wear her mother's beautiful gown","female"
"dress up clothes","female"
"what color's yer dress","female"
"what color's yer dress","female"
"did I tell you Lily and I went I had to go by a couple of bras the other day and Lily goes with me we're in the dressing room and she says to me you're naked","female"
"but um so I don't even have the address to send anything so xxx xxx think about that","female"
"you must have the wrong address","female"
"she doesn't know that her flouncy dress gets caught on a lever","female"
"that's quite a dress she has on","female"
"because remember the three good fairies couldn't remember decide whether to make the dress blue or pink right","female"
"and her dress kept changing color","female"
"what do you think Amanda should dress up as","female"
"oh she has a red dress like a chicken","female"
"yes Tallulah does wear a red dress","female"
"Benny what's Benny dressed up as","female"
"Isa's dressed up as a witch","female"
"she's wearing her wedding dress","female"
"the big day has come Miss Honey waits in the school storeroom for her dress","female"
"it's alright Hilda she says as she tries on the dress","female"
"in the medieval room Franklin had fun dressing up like a knight","female"
"all dressed in black black black","female"
"Maisy runs back upstairs and gets undressed","female"
"Miss Mary Mack Mack Mack all dressed in black black black","female"
"that's quite a dress Sleeping_Beauty's got on there","female"
"I'll help you get dressed said Stella","female"
"he's Sam's going to get dressed right","female"
"they're dressing the cat up","female"
"I don't know if the cat likes to be dressed up in clothes","female"
"there you are in a pink dress","female"
"she does have a dress","female"
"Trina has a party dress","female"
"look there's Cinderella in her blue dress","female"
"Belle's wearing her yellow dress","female"
"would you like to color in some of Belle's yellow dress","female"
"over here the bottom part of her dress","female"
"mend my dress polish my shoes iron my cloak","female"
"everyone would be dressed in the the finest clothes Cinderella would wear her mother's beautiful gown","female"
"while Cinderella was busy working the birds and mice began fixing an old dress that had belonged to Cinderella's mother","female"
"Cinderella got dressed and rushed to join her stepsisters but when they saw her they became so jealous they tore her lovely gown to pieces","female"
"yeah she's wearing a very pretty white dress","female"
"and she's saying what a lovely day it is to be walking down the steps in my big white dress","female"
"you got the dress off good job Honey","female"
"is it gonna go down my dress","female"
"yeah where's your dress","female"
"is there a dress anywhere in this room on the couch is there a dress on the couch","female"
"should I wear your dress","female"
"I'm gonna hide your dress under the container uh","female"
"where's the dress","female"
"those children are dressed up like tigers for Halloween","female"
"that's a puppy dog that's a child dressed up like a puppy dog for Halloween","female"
"she's dressed up like a spanish dancer I think they mean a flamenco dancer","female"
"that boy is dressed up like a bandit","female"
"that kid's dressed up like a clown","female"
"he's dressed up like a gangster","female"
"that dress is called a kimono","female"
